lan,text
kr,웃거나 미소지을 때 당신의 몸이 어떻게 느끼는지 스스로를 테스트해서 살펴 보아라.
kr,그들은 미래의 의사들이 이 질병들을 치료할 수 있고 그들에게 다시 살 기회를 줄 것이라는 믿음을 갖고 냉동되는 대가로 돈을 지불했다.
kr,울새가 매우 이상한 방법으로 행동하고 있다.
kr,좋은 날씨에 시원하기도 하지.
kr,또 몇몇은 심지어 말을 타고 다니기도 했다.
kr,"한국에서 몇몇 사람들이 새로운 무언가를 좋아할 때마다, 그것은 재빨리 대유행이 된다."
kr,"내가 다시 “점심 준비가 다 됐다구요!""라고 말하면 그는 “뭐요?""라고 다시 소리질렀다."
kr,한국은 날씨가 놓아.
kr,공통적인 언어가 필요로 되어진다.
kr,그것들은 효과가 있음이 입증되었다.
kr,예를 들어 다이옥신 때문에 한강의 일부 수컷 물고기들이 암컷처럼 알을 낳게 되었다!
kr,"그 때부터, 코카콜라는 믿을 수 없을 만큼의 성공을 거두어 왔다."
kr,그래서 한 은행에서 나오는 고객을 멈춰 세웠다.
kr,"이제, 나는 그것에 대해 너에게 얘기해주려 해."
kr,"저의 가족은 아버지, 어머니, 여동생, 그리고 저 이렇게 네 식구입니다."
kr,1490년 대에 그려진 이 벽화는 이탈리아의 밀란에 있는 수도원에 있다.
kr,"약 1분 전에 7시 52분이었네요."""
kr,"재판이 끝난 후에, 이 놀라운 대답에 충격을 받은 한 친구가 ""자네는 어떻게 그런 거만한 대답을 할 수 있었는가?""하고 물었다."
kr,"1870년대에 최초로 한국인 외교 사절단이 일본을 방문하였을 때, 일본인들은 그 75명의 일행 중 거의 대부분이 안경을 낀 것을 보고 놀랐다."
kr,미국인과 영국인 두 쪽 다 영어를 말한다.
kr,그는 훌륭한 각도를 찾을 시간이 없다.
kr,이 사람은 항상 껌을 터뜨리거나 날카로운 소리가 나게하거나 큰 소리를 내면서 껌을 씹는다. 그리고 사무실 안의 다른 사람에 대한 아무런 배려없이 하루종일 이러고 있다.
kr,그 소녀는 이미 늑대와 세 마리 어린 늑대들과 함께 있었다.
kr,당신은 보통 그것을 요리할 때 무엇을 자르기 위해 사용합니다.
kr,다이옥신은 현대의 공업기술을 통해 인간에 의해 생겨났다.
kr,남자들이 지배하고 여성들은 이에 따른다.
kr,이것은 또한 아기들이 태어나기도 전에 그들에게 건강상의 문제를 일으킨다.
kr,"이건 영국인이 가장 우수하다는 증거야."""
kr,밤에는 그의 부인이 거실에서 혹은 침대에 앉아서 그가 서류를 분류하는 것을 도와 주곤 했다.
kr,그 열매에서 나온 주스는 포도주였다.
kr,그러나 많은 사람에게 그것은 일어나는 일이다.
kr,종종 그 광고들은 당신의 머리를 감는데 필요한 특별한 세제에 관해 알려준다.
kr,"한 십대는 날마다 12시간씩 인터넷에 접속했는데, 그 습관을 고치기 위해 심리학적인 도움이 필요했다."
kr,"나중에, 음식점에 일자리를 구했을 때는 부모님께 말씀 드리는 것을 더 이상 미룰 수가 없었어요."
kr,개구리는 환경 변화에 특히 민감하다.
kr,"한 실험에서, 우울증을 겪고 있는 한 그룹의 환자들이 매일 30분씩 코메디언의 테잎을 들었다."
kr,"다른 어린이는 저는 돈을 많이 버는 사업가가 되고 싶어요.""라고 대답했다."
kr,또 다른 이유는 돈이다.
kr,영화 '마이너리티 리포트'를 본적이 있는가?
kr,그는 이쪽저쪽으로 고개를 돌렸다.
kr,"당장 일어서, 유미야."
kr,사실상 영국 영어와 미국 영어 사이에는 몇 가지 중요한 차이가 있다.
kr,"많은 곳에서, 자동차는 큰길을 이용할 수 없었다."
kr,나는 책을 찾지 못하고 곧 다시 그 서점을 나왔다.
kr,"그들은 보통 밤늦게까지 자지 않고 텔레비전을 보지만, 오늘밤은 일찍 잠을 잘 것이다."
kr,한 남자 아이가 공을 쫓아가고 있다.
kr,대부분의 대리 학생에게는 길을 잃지 않고 시간에 맞춰 이 수업 저 수업 받는 것이 가장 힘든 일이다.
kr,네가 매우 현명한 소년이라는 것은 사실이다. 하지만 그것이 모두 중에서 가장 현명하다는 것을 의미하지 않는다.
kr,"신봉자들은 그 조각들이 우주선을 탄 우주 비행사들의 형상이고, 피라미드 또한 그 당시로는 너무 진보되었다고 말한다."
kr,그들은 늘 어떤 물도 낭비하지 않으려고 조심했다.
kr,이것은 그들이 침착함을 유지하는 데 도움이 되었다.
kr,구름이 매일매일 왔다가지만 비가 오지 않았다.
kr,또 설탕도 약간 필요해.
kr,얼마나 멋진 생일 선물이었던지! 휴가중에도 내 생일을 기억해 주다니 정말 친절하구나.
kr,"영어를 읽을 때, 우리는 알지 못하는 새로운 단어를 종종 접한다."
kr,"그 신호는, 정부와 세계의 종교 지도자로부터 평범한 개개인에 이르기까지 모두에게 영향을 줄 것이고, 모든 단체가 각기 다른 방식으로 반응할 것이다."
kr,그 새는 정말로 행복해 보였다.
kr,옛날에는 키스가 사랑을 나타내는 행위라기보다는 존경을 나타내는 행위였던 경우가 더 많았다.
kr,"그 남자는 컴퓨터도 없고, 이메일 주소도 없다고 설명했다."
kr,그 이유가 무엇이라고 생각하는가?
kr,그러나 과학자들은 언젠가 배낭 로켓을 타고 날아다니는 일이 일어날 것이라고 확신한다.
kr,한 남자가 파티에서 조크 작가를 만났다.
kr,사자는 화염을 뚫고 점프를 하고 있다.
kr,봄에 얼음이 더 적어졌기 때문에 곰들은 충분한 먹이를 잡아먹을 수 있기 전에 육지로 돌아가야 한다.
kr,그들 모두는 이 선생님에게 오늘 밤에는 숙제를 할 수 있을 것 같다고 말씀 드렸다.
kr,"만약 운이 아주 좋다면, 의사가 씹던 잎을 당신의 상처에 떨어뜨릴지도 모른다."
kr,그러나 상황이 전혀 달랐던 때가 있었다.
kr,어제는 민호의 열 네 번째 생일이었다.
kr,"아니면 노화나 대기오염, 일상의 스트레스로 활기를 잃어버렸습니까?"
kr,기적을 행하겠다고 주장하는 주술사처럼 이러한 방법을 만들어낸 사람들은 그들이 영어 학습 비법을 개발해 냈다고 말한다.
kr,토기가 눈 속에 있으면 찾아내기가 어렵다.
kr,그러나 그것은 당신이 아프다면 재미있거나 흥미롭지 않다.
kr,어떤 사람들은 갈색 눈동자를 가지고 있다.
kr,어머니의 얼굴이 환해졌다.
kr,"그 국가들의 절반 이상이 여성의 권리를 보호하기 위한 법을 가지고 있으며, 전세계 모든 국가의 90%가 여성에게 동일한 노동에 대하여 동일한 임금을 지불한다는 법안을 통과 시켰다."
kr,"그는 콜라 열매와 콜라 잎 카페인, 설탕, 야채 등을 함께 섞었다."
kr,색깔은 동물들을 안전하게 보호해 준다.
kr,"만약 당신의 신념이 당신의 일생에서 좋은 결과를 낳고 있지 못하다면, 다론 신념을 키워나가기로 마음먹을 수 있다."
kr,건물들은 높지 않다.
kr,기독교인들에게는 부활절은 즐거운 시간이다.
kr,두 명의 커다란 남자 아이들이 연못 위에 두 개의 보트를 갖고 있었다.
kr,그래서 그들은 학교 근처의 새집으로 이사했다.
kr,"그 게임은 ""누가 대장인가?""이다."
kr,많은 사람들이 부활절을 위해 달걀을 염색한다.
kr,그는 새 사진기를 갖기를 원했다. 왜냐하면 그의 사진기는 너무나 낡았기 때문이었다.
kr,둘을 합치면 25 달러지만 나는 20 달러밖에 없다.
kr,"""양을 세는 동안, 사람들은 내일 있을 중요한 회의 같은 다른 일들을 생각하는 경향이 있습니다."
kr,너의 마을의 날씨는 어때?
kr,확실히 이러한 종류의 마케팅은 제품에 주의를 끌 수 있는 흥미로운 방법이다.
kr,당신의 영어 실력을 향상시키고 싶으세요?
kr,몇몇 영국의 의사들은 영국에 번진 최악의 독감중의 하나는 십진 화폐가 쓰이게 된 바로 다음에 일어났다는 것을 지적한다.
kr,그러나 많은 과학자들은 외계인들이 전에 지구를 방문했다는 과학적인 증거가 없다고 말한다.
kr,"""바닷물을 이용하는 것은 가난한 국가들에게 너무 비용이 많이 들고, 폐수를 재활용하거나 빗물을 받는 것도 특별한 경우에만 실용적입니다.""라고 그는 말한다."
kr,"그들의 친구, 프랭크 로빈슨이 그 음료를 '코카콜라' 라고 부를 것을 제안했다."
kr,"앤더슨 부인과 그의 아드님에게 그들의 친절함에 대해 내가 감사드린다고 전해다오. 그리고 이것은 너에게 주는 6펜스이다."""
kr,윤호는 내일 그의 누이들과 소풍을 가려고 한다.
kr,낮동안에 그는 너무도 바빠서 계약서를 검토하거나 우편물을 살펴볼 수 없는 바쁜 기업가의 역할뒤에 숨어 있었다.
kr,"만약 주도세력이 술을 마시거나 시속 70마일로 차를 모는 것이 멋있다고 정하면, 그 상황은 위험해 질 수 있다."
kr,"만약 당신이 심장에 문제가 있다면, 당신은 그것을 악화시키고 싶지 않다."
kr,"어느 날, 한 은행원이 그에게 전화를 걸어서, 그에게 중요한 정보를 보내주기 위해 이메일 주소를 알려달라고 했다."
kr,중고차 상인들은 고객들이 새 차를 사는 것처럼 느끼게 하기 위해서 차안에 진한 가죽 냄새가 나게 한다.
kr,흑인들이 운전하는 택시를 타고 다니는 사람도 있었다.
kr,하지만 농부들이 코요테를 죽이기 위해 독약과 덫을 놓을 때면 코요테는 곧 위험을 감지하고 다른 곳으로 간다.
kr,나는 한 사무실에서 많은 사람들과 함께 일한다.
kr,그러나 대부분의 유행은 어떤 심각한 논의도 없이 시작된다.
kr,혹은 그것들이 날 때 너무 많은 통증을 일으키므로 뽑아야만 한다.
kr,몇 주 있으면 더 이상 겨울이 아닐 것라고 생각만이라도 해 보라.
kr,"""베어야 할 나무들이 있었지만 토네이도가 와서 내가 할 일을 해 주었소."""
kr,그들은 자동차를 '악마의 마차' 라고 불렀다.
kr,그는 그것들을 강 건너로 옮기고 싶지만 그것들 모두를 동시에 가지고 갈 수가 없다.
kr,곧 모든 아이들이 밝은 빨간 색의 스웨터를 입는다.
kr,"그들은 두 가지 방법으로 호흡을 하는데, 이는 피부와 폐를 이용하는 것이다."
kr,나는 종종 그의 사무실에 가서 그 분의 일을 돕는다.
kr,그러나 코끼리와는 달리 우리는 그것을 풀겠다는 선택을 할 수 있다.
kr,초조해진 사람들이 미래에 대해 걱정함에 따라 주식 시장은 오르기도 하고 내리기도 할 것이다.
kr,"아이들은 무시당했다거나 외롭다고 느낄 수 있고, 이는 아이들이 과식하게 만들 수 있다."
kr,곧 도처의 사람들이 그 새로운 음료를 사고 싶어했다.
kr,"열대 우림을 보호하기 위해 위성을 이용하는 것은 비용이 많이 드는 것처럼 들리겠지만, 사실은 그렇지 않다."
kr,크리스마스 시즌이 되어서 남편 톰과 나는 크리스마스 트리를 사기로 했다.
kr,회사에 갔을 때 그녀는 배관공을 보내 줄 것을 요구했다.
kr,때때로 과학자들의 생각은 정말 위험할 수 있다.
kr,"오래 전에는, 사람의 머리가 우리의 머리보다 덜 둥글었으며, 턱부분은 세 번째 어금니 한 쌍을 가질 수 있을 정도로 충분히 넓었다."
kr,한 미국인 천문학자가 지구만한 크기의 다이아몬드를 발견했다.
kr,대부분의 사람들에게 인터넷 접속은 온갖 종류의 멋지고 새로운 서비스를 제공할 것이다.
kr,예를 들어 젊은 유권자들은 청바지를 입고 격식을 따지지 않는 방식으로 이야기하는 후보자들을 선호할 지도 모른다.
kr,"오늘날, 195개국의 사람들이 매일 그것을 마신다."
kr,"이제 이 성경은 훨씬 더 ""성중립적""으로 될 것이다."
kr,나의 골칫거리는 짜증나는 태도로 끊임없이 껌을 씹는 한 동료이다.
kr,여러분의 눈동자는 무슨 색깔인가?
kr,어떤 질문도 기꺼이 답해드리겠습니다.
kr,그래서 미국이나 영국 같은 많은 나라들이 우울증 환자들을 돕기 위한 웃음 클리닉을 설립했다.
kr,어느 날 토끼와 원숭이가 큰 나무 아래에 앉아있었다.
kr,안경은 16세기 후반에 중국으로부터 한국에 최초로 도입되었다.
kr,의사들은 수백 명의 삶을 파멸시키고 있는 새로운 질병에 대해 보고하고 있다.
kr,그렇다면 우리에게 편지와 사진을 보내 주세요.
kr,우리는 밤에 보름달을 볼 거야.
kr,"비가 올 것처럼 보이면, 배우가 아니라 카메라를 재빨리 덮었다."
kr,그래서 그는 그의 아들에게 편지를 쓰기 시작했다.
kr,"그와 같이 작은 공동체 안에서 사생활을 갖는 다는 것이 어려웠지만, 대개 그와 같은 공동체에서는 안정감, 소속감, 공동체의 일체감이 있었다."
kr,수업 후에 우리는 쿠키를 만들어서 친구들에게 판다.
kr,"그건 마치 당신이 나머지 가족들에게 ""내가 여기서는 왕이야""라고 말하는 것과 같다."
kr,"아이들이 인사들의 발 주위에서 계속해서 장난을 하자, 그들은 화가 났다."
kr,"""자신의 일정이 아무리 곽 차 있더라도, 언제나 여유가 남아 있다는 것입니다!"" 한 직원이 대답했다."
kr,처음에는 침묵이 흐르다가 아버지께서 이유를 물으셨죠.
kr,다른 민족들을 잘 이해할 수 있는 학생이 되자.
kr,그래서 저는 공부할 시간이 조금 밖에 없습니다.
kr,"호흡이 빨라지고, 다리가 움직이기도 한다."
kr,"그들은 한 지역에서 또 다른지역으로 거의 이사하지 않았으며, 이웃과 친밀하고 개인적인 상호교제가 없다고 하더라도, 적어도 이웃들의 이름은 알고 있는 것이 일반적이었다."
kr,세계의 다른 민족들이 우리 한국인들을 더 잘 이해할 수 있도록 돕는 학생이 되자.
kr,이제 그들은 무대에서 퇴장하고 있다.
kr,"“어린이들을 위한 조크를 쓰고 있습니다."" 그는 말했다."
kr,여러분은 톰 크루즈가 배낭 로켓을 맨 경찰들에 의해 추격당하는 흥미진진한 장면을 볼 수 있다.
kr,이러한 기후 변화는 인간들이 석탄을 비롯한 여러 연료를 태우는 것에서 비롯된 것이다.
kr,이것은 가정 폭력과 사용 가능한 자원을 놓고 싸움이 증가한다는 것을 의미한다.
kr,"당연히, 그것들 대부분이 성공하지 못한다."
kr,"1796년 나폴레용의 군대가 이탈리아를 침공했을 때, 그들은 그 수도원을 무기를 저장하는 곳으로 사용하였다."
kr,그들은 환자들이 깨어있는데도 아무런 고통을 느끼지 않는 수술을 많이 보았다.
kr,"그 남자는 모퉁이를 돌아가고 있었고, 빨간 스포츠카를 운전하는 여자는 멈춤 표시에서 멈추지 않았다."
kr,그 소녀는 우리처럼 서있거나 걸을 수도 없었다.
kr,원숭이는 종종 긴 손가락으로 그 자신을 긁었다.
kr,거리들은 깨끗하다.
kr,"일은 중요하지만, 모든 이들은 자유시간 또한 필요하다."
kr,서양 의술의 한계
kr,학교는 여성들에게 다시 문을 열고 있다.
kr,우리 아버지는 잔디를 베고 문을 칠할 것이다.
kr,어느 날 구두장이가 깨어나 보니 자기 자신이 유명해져 있었다.
kr,다이옥신은 보통 우리가 먹는 음식을 통해서 인체에 들어온다.
kr,"만약 당신이 치아를 깨끗이 하지 않는다면, 세균들은 그것들을 나빠지게 할 수 있다."
kr,"무언가가 잘못되었다는 것을 깨달은 후에도, 그들은 그만 두는 것이 거의 불가능하다는 것을 깨닫는다."
kr,나는 한국의 동쪽에 있는 해변가에서 즐거운 시간을 보냈어.
kr,"애초부터 인터넷을 사용했더라면, 지금 어떤 위치에 계실지 상상해 보세요!"""
kr,매년 약 천칠백만 동물들이 실험에 이용된다.
kr,"다음 단계는   ""유머"" 단계이다."
kr,"악마가 말했다. ""오  정말이오?"
kr,"하지만, 헐리우드와 군대는 종종 가상 현실과 3차원 모의 훈련과 같은 비슷한 기술을 이용한다."
kr,"여성들은 집 밖으로 나을 때 항상 머리, 얼굴, 몸 전체를 뒤덮는 옷의 일종인 부르카를 착용해야만 했다."
kr,먼지는 질병을 일으킨다.
kr,"펨버튼은 병이 나서 그 사업을 아사  캔들러라는 사업가에게 2,300달러에 팔아야 했다."
kr,언제나 예의바르게 행동하되 절대 아첨하지 말아라.
kr,금요일과 13이라는 숫자 둘 다 불길하다고 여겨지기 때문에 13일의 금요일은 가장 불길한 날로 여겨진다.
kr,우리는 많은 일을 한다.
kr,마침내 법에 중요한 변화가 생겼다.
kr,좋은 이미지는 정당 후보들에게 아주 중요하다.
kr,스타워즈는 6시와 10시15분에 시작할 것입니다.
kr,"어떤 사람들은 흥분해서 행복해 할 것이고, 또 어떤 사람들은 정말로 불안해 할 것이다."
kr,친구들과 내가 하루 쉬는 날이다.
kr,네 방으로 가서 공부해.
kr,'탑건'이란 영화를 위해서 제트기를 조종하는 법을 배웠고 또 다른 영화를 위해서는 경주용 자동차를 운전하는 법을 배웠다.
kr,사람들은 걱정을 하기 시작했다.
kr,"친애하는 스미스 부부께,"
kr,그 음료는 환상적인 맛이었다!
kr,오늘날의 학생들은 그들의 배움을 교실로만 한정시키려는 경향을 보인다.
kr,우리는 물건을 집기 위해 그것을 사용한다.
kr,"미국 중서부 사람들은 5시나 6시에 저녁을 먹지만, 스페인 사람들은 10시에 먹는다."
kr,"이제까지는 그들 중 어느 누구도 해동시킬 시도가 없었지만, 과학자 팀들은 이를 실현할 기술을 연구하고 있다."
kr,그 두 소년의 삶에 대한 태도가 너무 달라 그들의 부모는 걱정이 되었다.
kr,낮에 하늘을 보아라.
kr,그의 이름은 수호였다.
kr,해외에서 시간을 보내고 싶으세요?
kr,"조용히만 씹는 다면 나는 껌을 씹는 것에 반대하지 않는다. 그러나 이사람은 시끄럽게 씹는 소리, 날카로운 껌소리, 껌터뜨리는 소리로 나를 미치게 한다. 나는 어떻게 해야 하나?"
kr,그는 이제 새로운 것을 배우는 것을 좋아한다.
kr,마침내 우리는 혼자가 아니라는 것을 알게 될 것이다.
kr,돌꽃은 둥글고 평평하며 땅에 가까이 자란다.
kr,"우울증이 있는 사람들 뿐 아니라 알레르기나 고혈압, 심지어 암에 걸린 사람들 또한 유머를 듣고 나서 더 기분이 나아지는 것 같다."
kr,18세기에서 19세기의 조선왕조 후기에 안경은 지혜와 교육의 상징이었다.
kr,아돌프 히틀러의 나찌당은 독일인이 가장 우수하기 때문에 그다지 우수하지 않은 사람들을 쫓아내도 좋다고 결론지었다.
kr,"아이들은 심지어 말을 배우기도 전에 “넌 정말 잘생긴 남자애야!"" 또는 “넌 정말 예쁘게 생겼구나!""와 같은 말을 듣는다."
kr,"오하이오 주에서는, 1902년에 자동차의 제한 속도가 시속 8마일이었다."
kr,당신은 깨어있는 동안 온갖 정보를 정신에 채워 넣음으로써 준비를 한다.
kr,"지금 그 분들은 말을 많이 하지는 않지만, 말을 할 수는 있다."
kr,그러나 이러한 방법들 대부분은 태도와 학습 스타일의 개인적 차이를 무시하고 있다.
kr,"""이것은 우리에게 무엇을 보여줄까요?"" 그가 물었다."
kr,기회비용은 다른 상품이나 서비스 대신에 어느 하나를 선택하는 것과 관련이 있다.
kr,수영에 관한 책을 읽음으로써 수영을 할 수 있는가?
kr,스위프트는 웃었다. 그리고 그는 그 날 이후 그 소년에게 팁을 주는 것을 결코 잊지 않았다.
kr,이제 그들은 학교에 걸어다닐 수 있다.
kr,녹색 트럭에 탄 남자는 전혀 다치지 않았다.
kr,“나는 즉시 집에 가야해.
kr,"그러나 최근들어, 정부 관료들은 열대 우림을 감시하기 위해 위성 사진과 컴퓨터를 이용하고 있다."
kr,"그리고 나서는 번개를 동반한 폭풍우가 잡초에 불을 놓아서 그것들을 태울 수고를 덜어주었소."""
kr,"17세기 중엽에는 높은 굽이 있는 남성용 부츠가 최상의 스타일로 간주되었으며, 이 패션 트렌드를 이끈 사람은 프랑스의 왕 루이 14세였다."
kr,"스위프트는 그를 쳐다보고는 ""그런 식으로 내게 너의 꾸러미를 전해서는 안 된다."
kr,그러므로 시도해 보라.
kr,당신은 매일 아침 저녁으로 이를 닦아야 한다.
kr,경찰이 오고 나는 학교로 향했다.
kr,"어떤 것이, 예를 들어, 홍수, 화재, 또는 교통 사고가 발생했을 때, 그의 일은 현장으로 뛰어가 사진 찍기를 시작하는 것이다."
kr,그러면 그것들은 까맣게 썩을 것이다.
kr,"우리는 또한 셈을 하고, 가리키고, 많은 다른 것들을 하기 위해 손가락을 사용한다."
kr,그런 다음 잭이 나무줄기에 십자가를 새겨 넣어서 악마는 내려올 수가 없었다.
kr,최근 인도는 컴퓨터 소프트웨어 분야에서 세계 제2의 주요 수출국이 되었다.
kr,"과거에는 어디에서 숲이 벌목되고 있고, 얼마나 많은 나무가 베어지고 있는지 정확히 아는 것이 매우 어려웠다."
kr,"“그래요? 이미 판 것이 있습니까?"""
kr,그것은 '대리 학생의 날'로 불린다.
kr,대부분 수컷새들이 노래를 한다.
kr,"백만장자 토마토 장수는 ""네, 말할 것도 없죠! 나는 마이크로소프트사의 마룻바닥 청소부겠지요!""라고 대답했다."
kr,"브라질 사람들은 뜨거운 우유를 진한 커피에 넣지만, 미국인들은 찬 우유를 진하지 않은 차에다가 쏟아 붓는다."
kr,남편은 곧 보청기를 끼게 되었다.
kr,그것은 그들이 신과 더 가까워지고 더 훌륭한 사람이 되는 시간인 것이다.
kr,다음의 장면을 상상해 보라.
kr,"그리고 마지막으로, 이탈리아 사람들과 폴란드 사람들은 그들의 친절함과 훌륭한 정신으로 유명하다."
kr,"파란색 또는 분홍색 옷을 사주고, ‘그’ 또는 ‘그녀’라는 대명사를 이용한다."
kr,며칠 동안 그녀의 요청은 무시되었다.
kr,"시간당 보수가 지급되므로, 일을 많이 하면 할수록 돈을 더 많이 벌 것입니다!"
kr,그것이 당신에게도 효과가 있을 수 있다.
kr,"그에 따르면, 긍정적인 자아상은 건강에 이로운 음식이나 운동만큼이나 아이가 살을 뺄 수 있도록 도와 줄 수 있다고 한다."
kr,그러나 그는 포기하지 않았다.
kr,시장 조사원들은 후각이 다른 어떤 감각보다도 고객들에게 더 많은 영향을 끼친다는 것을 발견했다.
kr,"스위프트는 안으로 들어가서 자신의 책상 쪽으로 걸어가서 ""안녕하세요, 선생님, 앤더슨 부인이 선생님께 안부를 전하라고 하셨어요."
kr,그것은 열과 빛을 우리에게 준다.
kr,그는 그것을 집으로 데려왔다.
kr,그것은 또한 위험한 물건이기도 합니다. 그래서 당신은 아이들이 그것을 만지지 못하게 해야 합니다.
kr,"울새가 둥지를 틀 때마다, 똑같은 일이 일어나고 있다."
kr,우리의 정신도 역시 일종의 음식이 필요하다.
kr,"암컷들이 이렇게 하는 것은 노래를 좋아하기 때문이 아니라, 노래를 가장 많이 하는 수컷들이 그들의 영역에 먹을 것을 가장 많이 가지고 있다는 것을 알고 있기 때문이다."
kr,그분들은 귀머거리로 태어났기 때문에 내 목소리를 들어 본 적이 없다.
kr,영어 학습자들은 영어 학습에는 마법과 같은 방법이 없다는 걸 깨달아야 한다.
kr,그녀는 시청의 꽃전시회에 가려고 한다.
kr,사람들은 신발을 보호하기 위해서 높은 굽을 착용하기 시작했다.
kr,그는 저녁 늦게까지 일한다.
kr,그는 작았고 말끔하지 못했다.
kr,통증을 없애는 중국식 방법
kr,"이러한 바다 얼음은 북극곰의 생존에 매우 중요한데, 왜냐하면 그들이 이곳에서 물고기와 바다 동물들을 잡아먹기 때문이다."
kr,그래서 그것을 돌보아주기로 결심했다.
kr,어떤 사람이 일요일에 교회에 가지 않고 집에 머물러 있다면 반드시 전체 마을 사람들이 그것을 알게 되었다고 한다.
kr,그러나 이 익명성에는 일부 부정적인 측면도 분명 있다.
kr,그것은 배들이 길을 찾도록 돕는다.
kr,이들의 결혼 생활은 중산층 젊은이에 비해 깨지기가 훨씬 더 쉽다.
kr,"""그렇다면, 이곳에서 근무할 수 없습니다."" 라고 관리자가 말했다."
kr,스위프트는 밖으로 나가서 문을 두드리고 기다렸다.
kr,"만약 아리스토텔레스가 뉴욕에 가서, ""미국에서 살고 싶다""고 말했다면, 그는 추방되었을 것이다. ""안됐지만, 당신은 충분히 영리하지 않습니다"""
kr,오늘날 존경이나 환영을 나타내던 키스의 이전 용도는 아직도 일반적이다.
kr,국가 지도자들은 만날 때 종종 서로의 볼에 키스를 함으로써 인사를 한다.
kr,"어쨌거나, 다른 배우는 언제든지 구할 수 있었지만, 훈련된 말은 구하기가 힘들었던 것이다!"
kr,그 아이는 약 7년 동안 그들과 살았다.
kr,그것은 옛날 프랑스 왕들과 왕비들이 살았던 궁전이었다.
kr,"그 곳의 관리자는 그에게 ""이메일 주소를 남겨주시면, 작성할 지원서를 보내드리겠습니다."" 라고 말했다."
kr,오늘날에는 인간의 턱이 좁아져서 사랑니가 날 공간이 없다.
kr,농부들은 자동차가 말을 놀라게 하기 때문에 좋아하지 않았다.
kr,그러자 정말 상황이 달라졌다!
kr,그 남자는 신문을 내려놓고 그들이 자기 친구들이라고 말했다.
kr,농사짓는 일을 그만두다니 제가 미쳤다고 말씀하셨죠.
kr,"""탈레반은 내 인생에서 황금기와도 같은 5년을 빼앗아 갔습니다. 다시 시작할 힘이 나에게 있는지 모르겠어요."" 라고 그녀는 말한다."
kr,"그들은 몸에는 엄청나게 신경을 쓰지만, 정작 정신적인 훈련에는 관심을 두지 않는다."
kr,"그러면, 그들은 이들 지역을 보호하는 조처를 취할 수 있다."
kr,만약 제가 등록하기에 너무 늦지 않았다면 지원서도 보내주시기 바랍니다.
kr,오늘 제일 극장에서는 ’죠스‘와 ’사운드 오브 뮤직‘을 상영할 것 입니다.
kr,나는 또한 그 방법으로도 돈을 벌 수 있다.
kr,이슬람교도들은 식사를 하기전에 손을 씻는다.
kr,하지만 아일랜드의 이주자들이 미국에 왔을 때 호박이 순무보다 찾기가 더 쉬웠다.
kr,인간에게 알려진 최초의 마취약중의 하나는 환자 대신에 의사를 돕는데 사용되었다.
kr,"""아마도 그런 것 같소."
kr,그는 종종 공기를 냄새맡았다.
kr,제 이름은 강민호입니다.
kr,19세기에 한 과학자는 북유럽 사람들이 가장 우수하다고 말했다.
kr,그의 헤어스타일인 탈색한 모호크족 스타일은 수천명의 젊은이들이 미용실에서 그렇게 해 달라고 요청하면서 일본의 최신 유행이 되었다.
kr,공원에는 조그만 연못이 있었다.
kr,그 새는 밖으로 나오려고 애쓰고 있었다.
kr,이것은 팍스 부인의 체포에 대한 항의였다.
kr,"그리고 마지막 단계는 ""홈"" 단계이다."
kr,난 삼촌이 다시는 담배를 피우지 않기를 바란다.
kr,우리의 생활과 작업조건은 우리를 스트레스 받게 한다.
kr,마침내 편안해지고 그 나라에서 사는 것을 즐기게 된다.
kr,아마도 언젠가 우리의 아이들이 지하철이나 버스를 탈 필요 없이 배낭 로켓을 타고 학교에 가는 날이 올 것이다.
kr,"오래지 않아, 또 다른 대유행이 몰려와서 이전의 것을 대체한다."
kr,"다행히도 여자는 심하게 다치지 않았지만, 코피가 약간 흐르고 있었다."
kr,관심이 있으신가요?
kr,그러나 때는 너무 늦었다.
kr,그는 남에게 물건을 주는 것을 좋아하지 않는다.
kr,그녀는 트럭과 충돌했다.
kr,누구도 네가 너 자신을 존중하는 것 이상으로 너를 존중하지는 않을 것이다.
kr,우리 한국인은 1988 서울 올림픽 경기를 위해 열심히 일을 했다.
kr,"그런 다음 그는 물었다. ""질문 있나?"""
kr,어느 누구도 왜 침술이 그토록 좋은 효과를 내는지 정확히 알지 못한다.
kr,그들은 버스 뒤쪽으로 옮겨 앉으라는 명령을 받았다.
kr,그래서 부모는 그들을 상담원에게 데려갔다.
kr,심지어 어떤 사람들은 그저 재미로 다른 사람들을 공격하기도 한다.
kr,"그가 증인석에 않아 있는 동안, 변호사가 그에게 ""미국의 생존하는 과학자 중에서 누가 가장 위대합니까?""라고 질문했다."
kr,초창기의 안경이 단순히 학식의 상징이었던 것만은 아니다. 그것은 또한 매우 많은 비용이 들었다.
kr,"그것은 1,000여년 전에 고대 페루의 잉카인들에 의해 발견되었다."
kr,그리고 이제는 아들이 즐기는 일을 하고 있다는 것을 알기 때문에 기쁩니다.
kr,"겨울이 오면, 음식을 구하기가 어렵다."
kr,"""그럭저럭 지내오."" 농부가 말했다."
kr,민호는 사진찍기를 좋아했다.
kr,저희 농장에 오셔서 밀을 해 보세요!
kr,군부는 외계인들이 우호적일지 아닐지 걱정할 것이다.
